AED,3.67
AFN,81.17
ALL,103.52
AMD,492.59
ANG,1.8
AOA,638.0
ARS,97.03
AUD,1.36
AWG,1.8
AZN,1.7
BAM,1.67
BBD,2.0
BDT,84.92
BGN,1.67
BHD,0.38
BIF,1985.04
BMD,1.0
BND,1.36
BOB,6.9
BRL,5.19
BSD,1.0
BTC,2.2e-05
BTN,74.43
BWP,11.17
BYN,2.51
BZD,2.02
CAD,1.25
CDF,1988.68
CHF,0.92
CLF,0.03
CLP,779.0
CNH,6.49
CNY,6.49
COP,4001.98
CRC,622.77
CUC,1.0
CUP,25.75
CVE,93.86
CZK,21.67
DJF,178.22
DKK,6.35
DOP,57.12
DZD,135.34
EGP,15.72
ERN,15.0
ETB,45.06
EUR,0.85
FJD,2.09
FKP,0.72
GBP,0.72
GEL,3.1
GGP,0.72
GHS,6.03
GIP,0.72
GMD,51.15
GNF,9766.81
GTQ,7.76
GYD,209.45
HKD,7.78
HNL,23.75
HRK,6.4
HTG,96.61
HUF,303.23
IDR,14420.15
ILS,3.22
IMP,0.72
INR,74.45
IQD,1460.6
IRR,42127.5
ISK,126.37
JEP,0.72
JMD,154.63
JOD,0.71
JPY,110.75
KES,109.15
KGS,84.75
KHR,4081.81
KMF,416.05
KPW,900.0
KRW,1156.86
KWD,0.3
KYD,0.83
KZT,426.51
LAK,9593.47
LBP,1513.82
LKR,199.72
LRD,171.63
LSL,14.85
LYD,4.52
MAD,8.99
MDL,17.78
MGA,3911.93
MKD,52.6
MMK,1647.81
MNT,2849.97
MOP,8.02
MRO,357.0
MRU,36.17
MUR,42.8
MVR,15.46
MWK,813.81
MXN,20.09
MYR,4.24
MZN,63.64
NAD,14.37
NGN,411.95
NIO,35.16
NOK,8.93
NPR,119.08
NZD,1.43
OMR,0.39
PAB,1.0
PEN,4.12
PGK,3.52
PHP,50.42
PKR,164.51
PLN,3.92
PYG,6918.33
QAR,3.65
RON,4.2
RSD,100.38
RUB,73.94
RWF,1008.83
SAR,3.75
SBD,8.05
SCR,13.6
SDG,446.5
SEK,8.73
SGD,1.36
SHP,0.72
SLL,10253.0
SOS,579.15
SRD,21.33
SSP,130.26
STD,20665.26
STN,20.95
SVC,8.76
SYP,1257.47
SZL,14.85
THB,33.36
TJS,11.42
TMT,3.5
TND,2.78
TOP,2.26
TRY,8.62
TTD,6.8
TWD,27.84
TZS,2319.0
UAH,26.79
UGX,3535.91
USD,1.0
UYU,43.66
UZS,10639.94
VES,4067643.38
VND,22914.59
VUV,110.63
WST,2.56
XAF,560.04
XAG,0.04
XAU,0.000577
XCD,2.7
XDR,0.7
XOF,560.04
XPD,0.000378
XPF,101.88
XPT,0.000997
YER,250.0
ZAR,14.85
ZMW,19.29
ZWL,322.0
